score,clean_content,minimal_content,roberta_sentiment,sentiment,sentiment_bi
1,"The plan is called as ""3 months Premium with 7 days trial (ELSA Speak: English Learning)"" but they instantly charge you $60 without even giving a trial. Cancelation would require going through google support. Imho it should be against TOC to call the subscription this way.","the plan be call as ""3 month premium with 7 day trial elsa speak english learn "" but they instantly charge you $60 without even give a trial. cancelation would require go through google support. imho it should be against toc to call the subscription this way.",negative,0,0
5,I will be able to speak English fluently,i will be able to speak english fluently,positive,2,1
1,many bugs and little to no progress,many bug and little to no progress,negative,0,0
1,One of the worst app ever seen.. there is kannada language in this app.. most annoying app..,one of the bad app ever seen. there be kannada language in this app. most annoying app.,negative,0,0
5,"The program is its form and sweet, I have not tried it yet, but why can I not choose my field in the study, when I click on it says something wrong, please clarify where the problem is.","the program be it be form and sweet, i have not try it yet, but why can i not choose my field in the study, when i click on it say something wrong, please clarify where the problem is.",negative,0,0
1,"I really like this app, but it's way too expensive.","i really like this app, but it be way too expensive.",negative,0,0
5,wonder,wonder,neutral,1,1
4,I would like an option to learn British accent,i would like an option to learn british accent,neutral,1,1
5,My pronunciation has improved a lot by using this application.,my pronunciation have improve a lot by use this application.,positive,2,1
4,Good app for practicing English,good app for practice english,positive,2,1
5,No comment Very good,no comment very good,positive,2,1
5,"I know Elsa through online advertising. At first I didn't believe it. Only after installing and trying, I felt like it. The application is very easy to use, many lessons, very diverse vocabulary, can analyze the voice from which pointing out the wrong points, helping me to pronounce correctly and help in the process of speaking. Instead of speaking alone, I am very bored and don't know the wrong place or go to a pronunciation course at the center, I appreciate the use of ELSA app. Just simple and effective","i know elsa through online advertising. at first i do not believe it. only after instal and trying, i felt like it. the application be very easy to use, many lessons, very diverse vocabulary, can analyze the voice from which point out the wrong points, help me to pronounce correctly and help in the process of speaking. instead of speak alone, i be very bored and do not know the wrong place or go to a pronunciation course at the center, i appreciate the use of elsa app. just simple and effective",neutral,1,1
2,"I used to like to use Elsa, but in the last 3-4 days, the pronunciation and feedback of the app's results were bad even though everything was still oke before. If I send an email to announce it, I will receive a response because the network operator and should change the network. Alo? I change the app. Close.","i use to like to use elsa, but in the last 3-4 days, the pronunciation and feedback of the apps result be bad even though everything be still oke before. if i send an email to announce it, i will receive a response because the network operator and should change the network. alo? i change the app. close.",negative,0,0
3,"I am with you for a few years, I see the progress and development which you are doing with this app.Good job. Which I don't like and think is harmful for learning is too mamy voices you started to use. It's not right. I liked in Elsa this kind of safety with the first voice-I felt like a child practising with a parent, which was unique. Later new voices came up, which wasn't bad as long as there were only two or three. I understand that you're trying to provide diversity,buttherearebetteroptions","i be with you for a few years, i see the progress and development which you be do with this app. good job. which i do not like and think be harmful for learning be too mamy voice you start to use. it be not right. i like in elsa this kind of safety with the first voice-i felt like a child practise with a parent, which be unique. later new voice come up, which be not bad as long as there be only two or three. i understand that you be try to provide diversity, buttherearebetteroptions",neutral,1,1
5,we didn't pay me 🤣 💰,we do not pay me 🤣 💰,neutral,1,1
5,good to learn pronounciation,good to learn pronounciation,positive,2,1
5,"Be too, now I can speak","be too, now i can speak",neutral,1,1
5,OK (should try),ok should try,neutral,1,1
5,really good for practice language,really good for practice language,positive,2,1
2,"Pt 2. I stopped using the app since it never worked, although I paid for a subscription. It is very disappointing that the issue persists. Pt 1. I enjoy using the app. Although there are minor downsides. However, lately, I've been struggling with my ""internet connection."" The app doesn't recognize what I'm saying and says that it's due to a connectivity issue. But I can stream films with no issue. I've talked to the support team, but they don't solve the problem.","pt 2. i stop use the app since it never worked, although i pay for a subscription. it be very disappointing that the issue persists. pt 1. i enjoy use the app. although there be minor downsides. however, lately, i have be struggle with my ""internet connection. "" the app do not recognize what i be say and say that it be due to a connectivity issue. but i can stream film with no issue. i have talk to the support team, but they do not solve the problem.",negative,0,0
