score,clean_content,minimal_content,roberta_sentiment
1,I had to pay for it and in ads it said its for free why dont i get minecraft instead of this you dummys,i have to pay for it and in ad it say it be for free why do not i get minecraft instead of this you dummy,negative
5,its a very gd app..,it be a very gd app.,neutral
2,this kind of app is what I've looking for,this kind of app be what i have look for,negative
1,It is really beneficially app but nit recognize most of speech and that drives me crazy,it be really beneficially app but nit recognize most of speech and that drive me crazy,negative
5,This is a very useful app to learn how to pronounce correctly.,this be a very useful app to learn how to pronounce correctly.,positive
1,"I used Elsa for 3 years, I just bought a whole life, but the app only suggested that the old lesson had learned last year even though I had reefresh the lesson. Regret for buying","i use elsa for 3 years, i just buy a whole life, but the app only suggest that the old lesson have learn last year even though i have reefresh the lesson. regret for buy",negative
3,"The ability to recognize the voice is too weak, sometimes unable to recognize even though I have read clearly and try on Google, the giongk is still identified. Please upgrade and repair the manufacturer.","the ability to recognize the voice be too weak, sometimes unable to recognize even though i have read clearly and try on google, the giongk be still identified. please upgrade and repair the manufacturer.",negative
5,best English learning aap,best english learning aap,positive
5,It helps me alot to improve some of my words which i cant pronounce correctly,it help me alot to improve some of my word which i cannot pronounce correctly,neutral
5,Trying to give 5 stars,try to give 5 star,neutral
5,very goos,very goos,neutral
5,"easy to understand, and applied","easy to understand, and apply",neutral
1,"""Can't calculate points. Do you want to try again?"" -No, thanks :)","""cant calculate points. do you want to try again? "" -no, thanks",negative
5,"Thank you Mr. Dan. He introduced himself to this application, it is really useful.","thank you mr. dan. he introduce himself to this application, it be really useful.",positive
4,It's good for speaking and listening practice but there is a little problem with connection while opening that so 4 stars,it be good for speaking and listening practice but there be a little problem with connection while open that so 4 star,neutral
